Proyecto,Fecha,Planificado,Registrado,Diferencia,Estado
,05/07/2023,0.00,22.02,-22.02,Activo
,15/02/2023,0.00,14.40,-14.40,Activo
,08/03/2023,0.00,12.20,-12.20,Activo
,22/06/2023,0.00,25.39,-25.39,Activo
,28/06/2023,0.00,24.56,-24.56,Activo
,20/04/2023,0.00,12.07,-12.07,Activo
,06/01/2023,0.00,8.73,-8.73,Activo
,19/05/2023,0.00,25.12,-25.12,Activo
,03/01/2023,0.00,8.87,-8.87,Activo
,16/05/2023,0.00,21.12,-21.12,Activo
,16/03/2023,0.00,20.30,-20.30,Activo
,28/02/2023,0.00,8.22,-8.22,Activo
,13/06/2023,0.00,16.15,-16.15,Activo
,04/04/2023,0.00,20.17,-20.17,Activo
,30/05/2023,0.00,26.12,-26.12,Activo
,21/03/2023,0.00,25.37,-25.37,Activo
,04/05/2023,0.00,40.81,-40.81,Activo
,08/06/2023,0.00,31.37,-31.37,Activo
,25/05/2023,0.00,22.30,-22.30,Activo
,26/07/2023,0.00,30.86,-30.86,Activo
,16/02/2023,0.00,18.75,-18.75,Activo
,01/08/2023,0.00,15.45,-15.45,Activo
,01/06/2023,0.00,22.28,-22.28,Activo
,31/07/2023,0.00,13.30,-13.30,Activo
,24/02/2023,0.00,6.20,-6.20,Activo
,29/06/2023,0.00,15.45,-15.45,Activo
,29/05/2023,0.00,18.80,-18.80,Activo
,19/01/2023,0.00,18.88,-18.88,Activo
,25/04/2023,0.00,17.26,-17.26,Activo
,28/03/2023,0.00,24.53,-24.53,Activo
,21/02/2023,0.00,2.75,-2.75,Activo
,24/01/2023,0.00,10.66,-10.66,Activo
,13/04/2023,0.00,32.96,-32.96,Activo
,22/05/2023,0.00,11.12,-11.12,Activo
,05/06/2023,0.00,19.79,-19.79,Activo
,20/01/2023,0.00,8.95,-8.95,Activo
,03/02/2023,0.00,9.08,-9.08,Activo
,17/05/2023,0.00,20.27,-20.27,Activo
,12/01/2023,0.00,12.35,-12.35,Activo
,07/01/2023,0.00,2.00,-2.00,Activo
,29/03/2023,0.00,26.77,-26.77,Activo
,21/06/2023,0.00,27.21,-27.21,Activo
,21/04/2023,0.00,29.70,-29.70,Activo
,07/03/2023,0.00,34.98,-34.98,Activo
,14/07/2023,0.00,28.70,-28.70,Activo
,25/07/2023,0.00,29.34,-29.34,Activo
,20/03/2023,0.00,21.79,-21.79,Activo
,17/07/2023,0.00,30.96,-30.96,Activo
,04/01/2023,0.00,33.00,-33.00,Activo
,14/06/2023,0.00,15.67,-15.67,Activo
,31/05/2023,0.00,26.35,-26.35,Activo
,24/04/2023,0.00,15.21,-15.21,Activo
,30/01/2023,0.00,12.74,-12.74,Activo
,12/05/2023,0.00,24.70,-24.70,Activo
,23/01/2023,0.00,2.37,-2.37,Activo
,13/03/2023,0.00,8.35,-8.35,Activo
,07/06/2023,0.00,32.50,-32.50,Activo
,04/07/2023,0.00,14.69,-14.69,Activo
,22/03/2023,0.00,27.10,-27.10,Activo
,03/03/2023,0.00,20.00,-20.00,Activo
,02/01/2023,0.00,8.99,-8.99,Activo
,26/06/2023,0.00,23.81,-23.81,Activo
,13/02/2023,0.00,4.20,-4.20,Activo
,27/01/2023,0.00,11.70,-11.70,Activo
,03/04/2023,0.00,34.14,-34.14,Activo
,23/06/2023,0.00,20.21,-20.21,Activo
,01/02/2023,0.00,12.24,-12.24,Activo
,06/03/2023,0.00,15.56,-15.56,Activo
,10/03/2023,0.00,8.13,-8.13,Activo
,07/07/2023,0.00,26.81,-26.81,Activo
,12/04/2023,0.00,22.63,-22.63,Activo
,28/04/2023,0.00,25.90,-25.90,Activo
,30/06/2023,0.00,16.59,-16.59,Activo
,10/07/2023,0.00,23.46,-23.46,Activo
,13/07/2023,0.00,35.31,-35.31,Activo
,24/05/2023,0.00,17.74,-17.74,Activo
,17/01/2023,0.00,9.85,-9.85,Activo
,11/01/2023,0.00,23.09,-23.09,Activo
,20/02/2023,0.00,22.88,-22.88,Activo
,02/05/2023,0.00,21.70,-21.70,Activo
,08/05/2023,0.00,16.27,-16.27,Activo
,23/02/2023,0.00,18.17,-18.17,Activo
,03/08/2023,0.00,8.40,-8.40,Activo
,07/02/2023,0.00,10.77,-10.77,Activo
,05/05/2023,0.00,15.49,-15.49,Activo
Gamma - Unificacion de Saldos - Banco Industrial,,0.00,1196.91,-1196.91,Activo
,22/03/2023,0.00,12.00,-12.00,Activo
,05/04/2023,0.00,5.43,-5.43,Activo
,01/02/2023,0.00,21.62,-21.62,Activo
,17/02/2023,0.00,11.78,-11.78,Activo
,22/02/2023,0.00,12.51,-12.51,Activo
,10/04/2023,0.00,9.87,-9.87,Activo
,09/05/2023,0.00,8.30,-8.30,Activo
,26/04/2023,0.00,7.50,-7.50,Activo
,31/03/2023,0.00,12.71,-12.71,Activo
,25/01/2023,0.00,12.82,-12.82,Activo
,30/01/2023,0.00,12.76,-12.76,Activo
,10/05/2023,0.00,7.50,-7.50,Activo
,02/05/2023,0.00,6.50,-6.50,Activo
,01/03/2023,0.00,15.50,-15.50,Activo
,06/07/2023,0.00,13.00,-13.00,Activo
,02/06/2023,0.00,4.75,-4.75,Activo
,05/05/2023,0.00,13.85,-13.85,Activo
,09/03/2023,0.00,9.25,-9.25,Activo
,14/03/2023,0.00,9.79,-9.79,Activo
,17/01/2023,0.00,10.52,-10.52,Activo
,18/04/2023,0.00,7.50,-7.50,Activo
,11/05/2023,0.00,5.00,-5.00,Activo
,13/02/2023,0.00,22.23,-22.23,Activo
,30/03/2023,0.00,7.73,-7.73,Activo
,20/06/2023,0.00,4.00,-4.00,Activo
,22/05/2023,0.00,18.30,-18.30,Activo
,08/02/2023,0.00,19.90,-19.90,Activo
,21/02/2023,0.00,9.54,-9.54,Activo
,17/03/2023,0.00,4.26,-4.26,Activo
,10/02/2023,0.00,21.88,-21.88,Activo
,26/06/2023,0.00,7.50,-7.50,Activo
,23/06/2023,0.00,8.00,-8.00,Activo
,05/07/2023,0.00,8.00,-8.00,Activo
,27/04/2023,0.00,7.40,-7.40,Activo
,11/04/2023,0.00,9.80,-9.80,Activo
,02/03/2023,0.00,9.00,-9.00,Activo
,16/02/2023,0.00,10.00,-10.00,Activo
,10/01/2023,0.00,10.50,-10.50,Activo
,09/01/2023,0.00,19.61,-19.61,Activo
,17/05/2023,0.00,9.68,-9.68,Activo
,19/06/2023,0.00,3.00,-3.00,Activo
,01/05/2023,0.00,1.50,-1.50,Activo
,27/03/2023,0.00,7.50,-7.50,Activo
,04/04/2023,0.00,6.50,-6.50,Activo
,26/01/2023,0.00,7.50,-7.50,Activo
,19/05/2023,0.00,11.76,-11.76,Activo
,03/01/2023,0.00,7.50,-7.50,Activo
,04/05/2023,0.00,0.70,-0.70,Activo
,17/04/2023,0.00,7.50,-7.50,Activo
,09/06/2023,0.00,5.50,-5.50,Activo
,06/06/2023,0.00,4.50,-4.50,Activo
,23/05/2023,0.00,9.50,-9.50,Activo
,03/02/2023,0.00,14.58,-14.58,Activo
,08/03/2023,0.00,10.85,-10.85,Activo
,06/02/2023,0.00,23.11,-23.11,Activo
,21/03/2023,0.00,13.00,-13.00,Activo
,09/02/2023,0.00,16.50,-16.50,Activo
,28/02/2023,0.00,11.68,-11.68,Activo
,26/05/2023,0.00,10.23,-10.23,Activo
,13/01/2023,0.00,16.03,-16.03,Activo
,19/01/2023,0.00,12.12,-12.12,Activo
,29/05/2023,0.00,7.50,-7.50,Activo
,14/04/2023,0.00,7.50,-7.50,Activo
,16/01/2023,0.00,11.72,-11.72,Activo
,03/03/2023,0.00,7.50,-7.50,Activo
,15/02/2023,0.00,13.78,-13.78,Activo
,28/04/2023,0.00,7.50,-7.50,Activo
,20/02/2023,0.00,12.13,-12.13,Activo
,12/04/2023,0.00,10.11,-10.11,Activo
,12/05/2023,0.00,5.50,-5.50,Activo
,24/03/2023,0.00,10.00,-10.00,Activo
,24/04/2023,0.00,11.21,-11.21,Activo
,06/01/2023,0.00,9.34,-9.34,Activo
,21/06/2023,0.00,1.00,-1.00,Activo
,15/03/2023,0.00,9.00,-9.00,Activo
,07/03/2023,0.00,6.50,-6.50,Activo
,11/01/2023,0.00,16.50,-16.50,Activo
,19/04/2023,0.00,10.98,-10.98,Activo
,20/03/2023,0.00,14.75,-14.75,Activo
,18/01/2023,0.00,14.52,-14.52,Activo
,25/05/2023,0.00,20.86,-20.86,Activo
,21/04/2023,0.00,7.50,-7.50,Activo
,03/05/2023,0.00,6.62,-6.62,Activo
,30/05/2023,0.00,6.50,-6.50,Activo
,20/04/2023,0.00,13.73,-13.73,Activo
,27/02/2023,0.00,11.24,-11.24,Activo
,23/01/2023,0.00,14.28,-14.28,Activo
,20/01/2023,0.00,5.51,-5.51,Activo
,24/02/2023,0.00,11.64,-11.64,Activo
,06/03/2023,0.00,7.50,-7.50,Activo
,28/03/2023,0.00,8.14,-8.14,Activo
,02/02/2023,0.00,19.91,-19.91,Activo
,01/06/2023,0.00,4.50,-4.50,Activo
,23/03/2023,0.00,9.10,-9.10,Activo
,10/07/2023,0.00,3.50,-3.50,Activo
,15/05/2023,0.00,6.50,-6.50,Activo
,31/01/2023,0.00,17.30,-17.30,Activo
,12/01/2023,0.00,14.45,-14.45,Activo
,14/02/2023,0.00,12.60,-12.60,Activo
,13/04/2023,0.00,5.57,-5.57,Activo
,23/02/2023,0.00,12.79,-12.79,Activo
,05/06/2023,0.00,5.83,-5.83,Activo
,07/02/2023,0.00,20.25,-20.25,Activo
,08/05/2023,0.00,9.93,-9.93,Activo
,24/05/2023,0.00,9.45,-9.45,Activo
,13/03/2023,0.00,14.61,-14.61,Activo
,08/06/2023,0.00,1.00,-1.00,Activo
,02/01/2023,0.00,7.50,-7.50,Activo
,31/05/2023,0.00,4.50,-4.50,Activo
,29/03/2023,0.00,6.92,-6.92,Activo
,03/04/2023,0.00,6.50,-6.50,Activo
,05/01/2023,0.00,8.35,-8.35,Activo
,25/04/2023,0.00,8.12,-8.12,Activo
,18/05/2023,0.00,14.38,-14.38,Activo
,10/03/2023,0.00,6.25,-6.25,Activo
,07/07/2023,0.00,3.50,-3.50,Activo
,27/01/2023,0.00,6.57,-6.57,Activo
,04/07/2023,0.00,8.00,-8.00,Activo
,24/01/2023,0.00,9.65,-9.65,Activo
IT GET - Service Desk,,0.00,1059.33,-1059.33,Activo
,31/07/2023,0.00,13.99,-13.99,Activo
,26/07/2023,0.00,15.40,-15.40,Activo
,10/07/2023,0.00,5.25,-5.25,Activo
,13/04/2023,0.00,2.90,-2.90,Activo
,01/06/2023,0.00,15.69,-15.69,Activo
,17/05/2023,0.00,18.04,-18.04,Activo
,05/07/2023,0.00,14.47,-14.47,Activo
,22/06/2023,0.00,10.97,-10.97,Activo
,25/04/2023,0.00,11.77,-11.77,Activo
,29/05/2023,0.00,14.82,-14.82,Activo
,22/05/2023,0.00,18.69,-18.69,Activo
,17/04/2023,0.00,10.94,-10.94,Activo
,26/06/2023,0.00,12.95,-12.95,Activo
,09/06/2023,0.00,7.50,-7.50,Activo
,05/05/2023,0.00,9.00,-9.00,Activo
,10/05/2023,0.00,17.75,-17.75,Activo
,18/07/2023,0.00,18.49,-18.49,Activo
,14/06/2023,0.00,14.40,-14.40,Activo
,13/07/2023,0.00,6.80,-6.80,Activo
,08/05/2023,0.00,17.62,-17.62,Activo
,16/05/2023,0.00,17.50,-17.50,Activo
,06/07/2023,0.00,13.18,-13.18,Activo
,23/06/2023,0.00,8.08,-8.08,Activo
,12/04/2023,0.00,3.69,-3.69,Activo
,05/04/2023,0.00,0.60,-0.60,Activo
,23/05/2023,0.00,18.00,-18.00,Activo
,28/03/2023,0.00,1.24,-1.24,Activo
,14/04/2023,0.00,8.79,-8.79,Activo
,30/05/2023,0.00,16.27,-16.27,Activo
,29/06/2023,0.00,11.20,-11.20,Activo
,13/06/2023,0.00,16.12,-16.12,Activo
,26/05/2023,0.00,9.50,-9.50,Activo
,02/08/2023,0.00,10.49,-10.49,Activo
,21/04/2023,0.00,15.37,-15.37,Activo
,04/05/2023,0.00,9.00,-9.00,Activo
,03/07/2023,0.00,9.00,-9.00,Activo
,01/05/2023,0.00,9.00,-9.00,Activo
,24/04/2023,0.00,9.94,-9.94,Activo
,16/06/2023,0.00,16.60,-16.60,Activo
,27/04/2023,0.00,9.26,-9.26,Activo
,25/07/2023,0.00,16.92,-16.92,Activo
,31/03/2023,0.00,1.51,-1.51,Activo
,28/07/2023,0.00,12.37,-12.37,Activo
,19/06/2023,0.00,7.32,-7.32,Activo
,11/04/2023,0.00,0.67,-0.67,Activo
,15/05/2023,0.00,19.69,-19.69,Activo
,07/07/2023,0.00,13.42,-13.42,Activo
,27/03/2023,0.00,0.16,-0.16,Activo
,24/07/2023,0.00,11.18,-11.18,Activo
,20/06/2023,0.00,13.09,-13.09,Activo
,19/07/2023,0.00,17.06,-17.06,Activo
,07/06/2023,0.00,10.50,-10.50,Activo
,03/05/2023,0.00,9.08,-9.08,Activo
,11/05/2023,0.00,17.94,-17.94,Activo
,15/06/2023,0.00,16.08,-16.08,Activo
,12/07/2023,0.00,9.00,-9.00,Activo
,21/07/2023,0.00,15.19,-15.19,Activo
,28/06/2023,0.00,7.83,-7.83,Activo
,12/06/2023,0.00,15.87,-15.87,Activo
,06/06/2023,0.00,7.42,-7.42,Activo
,18/04/2023,0.00,13.05,-13.05,Activo
,19/05/2023,0.00,13.00,-13.00,Activo
,02/05/2023,0.00,9.00,-9.00,Activo
,24/05/2023,0.00,17.73,-17.73,Activo
,20/04/2023,0.00,14.07,-14.07,Activo
,03/08/2023,0.00,8.54,-8.54,Activo
,27/07/2023,0.00,18.41,-18.41,Activo
,28/04/2023,0.00,9.00,-9.00,Activo
,11/07/2023,0.00,6.83,-6.83,Activo
,10/04/2023,0.00,0.51,-0.51,Activo
,09/05/2023,0.00,17.95,-17.95,Activo
,30/06/2023,0.00,13.59,-13.59,Activo
,26/04/2023,0.00,9.00,-9.00,Activo
,01/08/2023,0.00,9.14,-9.14,Activo
,18/05/2023,0.00,18.00,-18.00,Activo
,04/07/2023,0.00,14.70,-14.70,Activo
,20/07/2023,0.00,20.63,-20.63,Activo
,25/05/2023,0.00,18.00,-18.00,Activo
,04/08/2023,0.00,5.84,-5.84,Activo
,08/06/2023,0.00,8.75,-8.75,Activo
,29/03/2023,0.00,0.52,-0.52,Activo
,31/05/2023,0.00,16.97,-16.97,Activo
,27/06/2023,0.00,15.07,-15.07,Activo
,12/05/2023,0.00,17.13,-17.13,Activo
,05/06/2023,0.00,8.65,-8.65,Activo
,14/07/2023,0.00,4.72,-4.72,Activo
,21/06/2023,0.00,14.00,-14.00,Activo
,19/04/2023,0.00,12.95,-12.95,Activo
,17/07/2023,0.00,15.05,-15.05,Activo
,02/06/2023,0.00,16.00,-16.00,Activo
IT GTH - Altas y Bajas de Personal,,0.00,126.95,-126.95,Activo
,20/06/2023,0.00,0.47,-0.47,Activo
,24/07/2023,0.00,5.67,-5.67,Activo
,19/06/2023,0.00,5.06,-5.06,Activo
,28/07/2023,0.00,3.63,-3.63,Activo
,03/08/2023,0.00,0.60,-0.60,Activo
,06/06/2023,0.00,1.58,-1.58,Activo
,28/06/2023,0.00,6.79,-6.79,Activo
,27/03/2023,0.00,0.27,-0.27,Activo
,07/07/2023,0.00,1.48,-1.48,Activo
,20/07/2023,0.00,2.01,-2.01,Activo
,11/07/2023,0.00,2.17,-2.17,Activo
,09/06/2023,0.00,1.50,-1.50,Activo
,19/05/2023,0.00,2.00,-2.00,Activo
,14/07/2023,0.00,3.30,-3.30,Activo
,01/08/2023,0.00,13.56,-13.56,Activo
,04/08/2023,0.00,2.26,-2.26,Activo
,27/07/2023,0.00,0.43,-0.43,Activo
,12/06/2023,0.00,3.01,-3.01,Activo
,15/06/2023,0.00,0.70,-0.70,Activo
,01/06/2023,0.00,1.73,-1.73,Activo
,10/07/2023,0.00,2.89,-2.89,Activo
,26/07/2023,0.00,2.02,-2.02,Activo
,22/06/2023,0.00,1.00,-1.00,Activo
,05/07/2023,0.00,0.80,-0.80,Activo
,13/04/2023,0.00,13.57,-13.57,Activo
,13/06/2023,0.00,1.12,-1.12,Activo
,17/07/2023,0.00,1.49,-1.49,Activo
,29/03/2023,0.00,0.84,-0.84,Activo
,02/08/2023,0.00,0.00,0.00,Activo
,05/06/2023,0.00,4.00,-4.00,Activo
,08/06/2023,0.00,1.70,-1.70,Activo
,30/06/2023,0.00,0.75,-0.75,Activo
,31/05/2023,0.00,1.00,-1.00,Activo
,26/05/2023,0.00,6.50,-6.50,Activo
,31/07/2023,0.00,4.83,-4.83,Activo
,17/04/2023,0.00,3.10,-3.10,Activo
,29/05/2023,0.00,2.63,-2.63,Activo
,04/07/2023,0.00,2.62,-2.62,Activo
,16/06/2023,0.00,0.16,-0.16,Activo
,14/06/2023,0.00,1.07,-1.07,Activo
,06/07/2023,0.00,2.18,-2.18,Activo
,25/07/2023,0.00,2.42,-2.42,Activo
,13/07/2023,0.00,2.28,-2.28,Activo
,30/05/2023,0.00,1.83,-1.83,Activo
,29/06/2023,0.00,1.87,-1.87,Activo
,26/06/2023,0.00,5.07,-5.07,Activo
,28/03/2023,0.00,1.00,-1.00,Activo
IT Tribal Worldwide - Service Desk,,0.00,186.94,-186.94,Activo
,21/07/2023,0.00,7.67,-7.67,Activo
,04/08/2023,0.00,8.26,-8.26,Activo
,28/06/2023,0.00,3.17,-3.17,Activo
,24/04/2023,0.00,0.07,-0.07,Activo
,07/06/2023,0.00,0.97,-0.97,Activo
,07/07/2023,0.00,1.00,-1.00,Activo
,19/06/2023,0.00,0.05,-0.05,Activo
,15/05/2023,0.00,0.82,-0.82,Activo
,11/04/2023,0.00,0.17,-0.17,Activo
,19/04/2023,0.00,0.35,-0.35,Activo
,25/07/2023,0.00,9.08,-9.08,Activo
,21/06/2023,0.00,1.46,-1.46,Activo
,28/07/2023,0.00,8.00,-8.00,Activo
,18/04/2023,0.00,0.55,-0.55,Activo
,29/06/2023,0.00,5.00,-5.00,Activo
,03/08/2023,0.00,8.91,-8.91,Activo
,08/06/2023,0.00,0.25,-0.25,Activo
,25/04/2023,0.00,0.21,-0.21,Activo
,19/07/2023,0.00,9.00,-9.00,Activo
,20/07/2023,0.00,9.25,-9.25,Activo
,12/04/2023,0.00,0.12,-0.12,Activo
,10/07/2023,0.00,1.42,-1.42,Activo
,26/07/2023,0.00,8.95,-8.95,Activo
,01/06/2023,0.00,0.25,-0.25,Activo
,30/06/2023,0.00,2.00,-2.00,Activo
,08/05/2023,0.00,0.55,-0.55,Activo
,13/07/2023,0.00,2.22,-2.22,Activo
,05/05/2023,0.00,0.12,-0.12,Activo
,09/06/2023,0.00,0.17,-0.17,Activo
,10/05/2023,0.00,0.18,-0.18,Activo
,18/07/2023,0.00,9.47,-9.47,Activo
,02/08/2023,0.00,9.67,-9.67,Activo
,14/06/2023,0.00,1.77,-1.77,Activo
,22/05/2023,0.00,0.17,-0.17,Activo
,06/07/2023,0.00,2.62,-2.62,Activo
,11/07/2023,0.00,4.00,-4.00,Activo
,05/06/2023,0.00,1.73,-1.73,Activo
,27/06/2023,0.00,2.32,-2.32,Activo
,14/07/2023,0.00,9.50,-9.50,Activo
,02/06/2023,0.00,1.43,-1.43,Activo
,13/06/2023,0.00,0.75,-0.75,Activo
,17/07/2023,0.00,8.76,-8.76,Activo
,04/05/2023,0.00,0.30,-0.30,Activo
,06/06/2023,0.00,2.00,-2.00,Activo
,29/05/2023,0.00,0.50,-0.50,Activo
,01/08/2023,0.00,9.00,-9.00,Activo
,21/03/2023,0.00,0.00,0.00,Activo
,27/07/2023,0.00,9.23,-9.23,Activo
,31/07/2023,0.00,9.00,-9.00,Activo
,05/07/2023,0.00,3.15,-3.15,Activo
,24/07/2023,0.00,10.58,-10.58,Activo
,27/03/2023,0.00,0.15,-0.15,Activo
,20/04/2023,0.00,0.63,-0.63,Activo
Jupiter - Exposición de botones QR de TM (Bi en Línea App) - Banco Industrial,,0.00,1719.95,-1719.95,Activo
,15/05/2023,0.00,4.75,-4.75,Activo
,18/02/2023,0.00,1.93,-1.93,Activo
,23/03/2023,0.00,6.33,-6.33,Activo
,02/02/2023,0.00,19.50,-19.50,Activo
,23/02/2023,0.00,30.44,-30.44,Activo
,11/04/2023,0.00,7.57,-7.57,Activo
,27/04/2023,0.00,15.39,-15.39,Activo
,26/01/2023,0.00,22.90,-22.90,Activo
,31/01/2023,0.00,21.25,-21.25,Activo
,27/03/2023,0.00,1.25,-1.25,Activo
,03/05/2023,0.00,13.76,-13.76,Activo
,11/05/2023,0.00,1.31,-1.31,Activo
,02/03/2023,0.00,29.82,-29.82,Activo
,23/01/2023,0.00,27.34,-27.34,Activo
,06/02/2023,0.00,26.10,-26.10,Activo
,02/01/2023,0.00,22.75,-22.75,Activo
,18/01/2023,0.00,20.75,-20.75,Activo
,15/03/2023,0.00,25.09,-25.09,Activo
,20/03/2023,0.00,5.49,-5.49,Activo
,24/04/2023,0.00,8.00,-8.00,Activo
,03/04/2023,0.00,13.00,-13.00,Activo
,09/02/2023,0.00,22.47,-22.47,Activo
,05/01/2023,0.00,22.25,-22.25,Activo
,18/05/2023,0.00,6.18,-6.18,Activo
,31/03/2023,0.00,13.01,-13.01,Activo
,10/01/2023,0.00,17.25,-17.25,Activo
,23/05/2023,0.00,5.05,-5.05,Activo
,22/02/2023,0.00,26.32,-26.32,Activo
,14/02/2023,0.00,23.55,-23.55,Activo
,02/06/2023,0.00,5.86,-5.86,Activo
,13/01/2023,0.00,17.75,-17.75,Activo
,24/03/2023,0.00,18.84,-18.84,Activo
,15/02/2023,0.00,31.77,-31.77,Activo
,01/03/2023,0.00,25.73,-25.73,Activo
,24/02/2023,0.00,17.75,-17.75,Activo
,14/04/2023,0.00,21.50,-21.50,Activo
,06/06/2023,0.00,11.58,-11.58,Activo
,08/02/2023,0.00,22.13,-22.13,Activo
,10/04/2023,0.00,7.17,-7.17,Activo
,25/05/2023,0.00,15.44,-15.44,Activo
,14/03/2023,0.00,19.54,-19.54,Activo
,27/02/2023,0.00,18.57,-18.57,Activo
,03/01/2023,0.00,19.25,-19.25,Activo
,17/03/2023,0.00,2.84,-2.84,Activo
,04/04/2023,0.00,12.53,-12.53,Activo
,19/05/2023,0.00,5.31,-5.31,Activo
,06/01/2023,0.00,23.08,-23.08,Activo
,25/01/2023,0.00,18.75,-18.75,Activo
,26/04/2023,0.00,8.33,-8.33,Activo
,09/01/2023,0.00,19.00,-19.00,Activo
,16/02/2023,0.00,21.08,-21.08,Activo
,21/02/2023,0.00,17.64,-17.64,Activo
,04/03/2023,0.00,28.50,-28.50,Activo
,01/06/2023,0.00,13.66,-13.66,Activo
,30/03/2023,0.00,5.68,-5.68,Activo
,29/05/2023,0.00,9.33,-9.33,Activo
,26/06/2023,0.00,8.00,-8.00,Activo
,21/03/2023,0.00,6.32,-6.32,Activo
,16/01/2023,0.00,17.75,-17.75,Activo
,22/05/2023,0.00,7.75,-7.75,Activo
,13/04/2023,0.00,16.78,-16.78,Activo
,16/03/2023,0.00,23.85,-23.85,Activo
,08/03/2023,0.00,28.48,-28.48,Activo
,13/03/2023,0.00,20.91,-20.91,Activo
,12/01/2023,0.00,19.25,-19.25,Activo
,19/01/2023,0.00,22.75,-22.75,Activo
,26/05/2023,0.00,20.05,-20.05,Activo
,04/05/2023,0.00,17.29,-17.29,Activo
,31/05/2023,0.00,17.37,-17.37,Activo
,17/04/2023,0.00,11.41,-11.41,Activo
,28/02/2023,0.00,21.75,-21.75,Activo
,24/01/2023,0.00,19.85,-19.85,Activo
,03/02/2023,0.00,20.25,-20.25,Activo
,07/03/2023,0.00,19.50,-19.50,Activo
,05/06/2023,0.00,15.58,-15.58,Activo
,29/03/2023,0.00,12.25,-12.25,Activo
,01/05/2023,0.00,5.00,-5.00,Activo
,12/04/2023,0.00,11.31,-11.31,Activo
,17/02/2023,0.00,20.10,-20.10,Activo
,20/02/2023,0.00,26.91,-26.91,Activo
,03/03/2023,0.00,29.67,-29.67,Activo
,11/01/2023,0.00,17.08,-17.08,Activo
,20/01/2023,0.00,19.25,-19.25,Activo
,13/02/2023,0.00,21.33,-21.33,Activo
,02/05/2023,0.00,12.83,-12.83,Activo
,28/03/2023,0.00,9.67,-9.67,Activo
,27/01/2023,0.00,32.68,-32.68,Activo
,10/03/2023,0.00,22.25,-22.25,Activo
,05/04/2023,0.00,8.50,-8.50,Activo
,01/02/2023,0.00,23.50,-23.50,Activo
,04/01/2023,0.00,22.50,-22.50,Activo
,19/02/2023,0.00,3.03,-3.03,Activo
,10/02/2023,0.00,12.50,-12.50,Activo
,30/05/2023,0.00,13.42,-13.42,Activo
,24/05/2023,0.00,19.02,-19.02,Activo
,07/06/2023,0.00,10.87,-10.87,Activo
,04/02/2023,0.00,4.02,-4.02,Activo
,07/02/2023,0.00,18.09,-18.09,Activo
,05/05/2023,0.00,5.45,-5.45,Activo
,09/03/2023,0.00,25.00,-25.00,Activo
,08/05/2023,0.00,7.53,-7.53,Activo
,06/03/2023,0.00,23.38,-23.38,Activo
,22/03/2023,0.00,5.50,-5.50,Activo
,30/01/2023,0.00,23.75,-23.75,Activo
,17/01/2023,0.00,19.25,-19.25,Activo
Jupiter - Mejoras Exposición de Botones - 328212 - Banco Industrial,,0.00,142.12,-142.12,Activo
,31/07/2023,0.00,6.00,-6.00,Activo
,26/07/2023,0.00,19.77,-19.77,Activo
,17/07/2023,0.00,4.00,-4.00,Activo
,01/08/2023,0.00,7.25,-7.25,Activo
,27/07/2023,0.00,20.45,-20.45,Activo
,24/07/2023,0.00,18.29,-18.29,Activo
,21/07/2023,0.00,11.12,-11.12,Activo
,28/07/2023,0.00,19.17,-19.17,Activo
,04/08/2023,0.00,2.62,-2.62,Activo
,25/07/2023,0.00,16.80,-16.80,Activo
,20/07/2023,0.00,16.65,-16.65,Activo
Jupiter - Monitoreo Rabbit MQ - 20230321-002 - Banco Industrial,,0.00,154.25,-154.25,Activo
,31/03/2023,0.00,4.50,-4.50,Activo
,18/05/2023,0.00,8.00,-8.00,Activo
,09/05/2023,0.00,6.00,-6.00,Activo
,10/04/2023,0.00,3.00,-3.00,Activo
,23/05/2023,0.00,7.00,-7.00,Activo
,02/06/2023,0.00,8.00,-8.00,Activo
,01/05/2023,0.00,3.00,-3.00,Activo
,11/04/2023,0.00,4.00,-4.00,Activo
,17/04/2023,0.00,3.50,-3.50,Activo
,22/05/2023,0.00,9.50,-9.50,Activo
,10/05/2023,0.00,8.00,-8.00,Activo
,20/04/2023,0.00,0.75,-0.75,Activo
,19/05/2023,0.00,5.00,-5.00,Activo
,26/04/2023,0.00,4.00,-4.00,Activo
,16/05/2023,0.00,8.00,-8.00,Activo
,28/04/2023,0.00,8.00,-8.00,Activo
,12/05/2023,0.00,10.00,-10.00,Activo
,04/05/2023,0.00,2.00,-2.00,Activo
,17/05/2023,0.00,8.00,-8.00,Activo
,15/05/2023,0.00,8.00,-8.00,Activo
,27/04/2023,0.00,1.00,-1.00,Activo
,25/04/2023,0.00,8.00,-8.00,Activo
,11/05/2023,0.00,8.00,-8.00,Activo
,05/05/2023,0.00,8.00,-8.00,Activo
,01/06/2023,0.00,8.00,-8.00,Activo
,12/04/2023,0.00,3.00,-3.00,Activo
Jupiter - Operativo Facturable - Banco Industrial,,0.00,2486.76,-2486.76,Activo
,26/07/2023,0.00,11.05,-11.05,Activo
,01/06/2023,0.00,13.17,-13.17,Activo
,16/02/2023,0.00,16.75,-16.75,Activo
,21/03/2023,0.00,21.75,-21.75,Activo
,10/07/2023,0.00,31.16,-31.16,Activo
,04/04/2023,0.00,17.10,-17.10,Activo
,05/07/2023,0.00,17.25,-17.25,Activo
,22/06/2023,0.00,32.59,-32.59,Activo
